projeto_id,projeto_nome,projeto_setor,projeto_macrossetor,projeto_impacto,projeto_status,projeto_alcance-geografico,projeto_publico-alvo,proponente_id,proponente_nome,proponente_empresa,proponente_atuacao,proponente_cargo,avaliador_id,avaliador_nome,avaliador_empresa,avaliador_atuacao,avaliador_cargo,avaliacao
254,Quem Ganha com a Inovação?,Economia,Economia e Finanças,Econômico,Em planejamento,Local,Funcionários,254,Tairo Perdigão Mourinho Caires,Environmental NGO,Sustentabilidade Ambiental,CTO,586,Marias Serro Festas,IBM,Tecnologia,CMO,3
254,Quem Ganha com a Inovação?,Economia,Economia e Finanças,Econômico,Em planejamento,Local,Funcionários,254,Tairo Perdigão Mourinho Caires,Environmental NGO,Sustentabilidade Ambiental,CTO,913,Idavan Terra,Red Cross,Saúde e Segurança,Embaixador,3
254,Quem Ganha com a Inovação?,Economia,Economia e Finanças,Econômico,Em planejamento,Local,Funcionários,254,Tairo Perdigão Mourinho Caires,Environmental NGO,Sustentabilidade Ambiental,CTO,1298,Natilde Cesário Canto Faria,Siemens,Tecnologia e inovação,CHRO,3
254,Quem Ganha com a Inovação?,Economia,Economia e Finanças,Econômico,Em planejamento,Local,Funcionários,254,Tairo Perdigão Mourinho Caires,Environmental NGO,Sustentabilidade Ambiental,CTO,1400,Gilcarla Azeredo Barroca Porto,Google,Educação e recreação,CFO,3
255,Glow Up,Bem-estar,Saúde e Bem-estar,"Social, Econômico",Em andamento,Local,Consumidores,255,Josiel Chainho Canela Quadros,United Nations Development Programme,Desenvolvimento Sustentável,Embaixador,129,Fredd Medina Valentim Cotrim,Greenpeace,Ambientalismo,CLO,5
255,Glow Up,Bem-estar,Saúde e Bem-estar,"Social, Econômico",Em andamento,Local,Consumidores,255,Josiel Chainho Canela Quadros,United Nations Development Programme,Desenvolvimento Sustentável,Embaixador,511,Kaiany Martins Medeiros,WWF,Conservação Ambiental,CCO,5
255,Glow Up,Bem-estar,Saúde e Bem-estar,"Social, Econômico",Em andamento,Local,Consumidores,255,Josiel Chainho Canela Quadros,United Nations Development Programme,Desenvolvimento Sustentável,Embaixador,893,Yoon Couceiro,Google,Tecnologia,CHRO,5
255,Glow Up,Bem-estar,Saúde e Bem-estar,"Social, Econômico",Em andamento,Local,Consumidores,255,Josiel Chainho Canela Quadros,United Nations Development Programme,Desenvolvimento Sustentável,Embaixador,921,Seluta Flores,Deloitte,Consultoria de Gestão,CLO,5
255,Glow Up,Bem-estar,Saúde e Bem-estar,"Social, Econômico",Em andamento,Local,Consumidores,255,Josiel Chainho Canela Quadros,United Nations Development Programme,Desenvolvimento Sustentável,Embaixador,1072,Gicelia Barbosa Barros Lários,Vale,Mineração,CIO,5
256,Atlas do Avanço,Educação,Educação,"Social, Científico",Em andamento,Local,Funcionários e Empresas,256,Airine Mena Dutra Landim,Nonprofit Organization,Inclusão Social,CHRO,164,Ramis Jobim Sacramento Muxagata,Tesla,Transporte,CEO,1
256,Atlas do Avanço,Educação,Educação,"Social, Científico",Em andamento,Local,Funcionários e Empresas,256,Airine Mena Dutra Landim,Nonprofit Organization,Inclusão Social,CHRO,176,Renildo Aveiro,UNDP (United Nations Development Programme),Desenvolvimento Sustentável,CEO,1
256,Atlas do Avanço,Educação,Educação,"Social, Científico",Em andamento,Local,Funcionários e Empresas,256,Airine Mena Dutra Landim,Nonprofit Organization,Inclusão Social,CHRO,1077,Jocineia Brásio Malho Picanço,Azul Linhas Aéreas,Transporte aéreo,CLO,1
256,Atlas do Avanço,Educação,Educação,"Social, Científico",Em andamento,Local,Funcionários e Empresas,256,Airine Mena Dutra Landim,Nonprofit Organization,Inclusão Social,CHRO,1154,Zeziel Sandinha Mata,World Health Organization,Saúde,CIO,1
256,Atlas do Avanço,Educação,Educação,"Social, Científico",Em andamento,Local,Funcionários e Empresas,256,Airine Mena Dutra Landim,Nonprofit Organization,Inclusão Social,CHRO,1376,Taisia Saltão,UNICEF,Saúde pública,COO,1
256,Atlas do Avanço,Educação,Educação,"Social, Científico",Em andamento,Local,Funcionários e Empresas,256,Airine Mena Dutra Landim,Nonprofit Organization,Inclusão Social,CHRO,1380,Alexandri Trindade Quintanilha,Google,Ética e moral,Embaixador,1
256,Atlas do Avanço,Educação,Educação,"Social, Científico",Em andamento,Local,Funcionários e Empresas,256,Airine Mena Dutra Landim,Nonprofit Organization,Inclusão Social,CHRO,1413,Dazinho Teves Rodovalho Regueira,UNICEF,Desenvolvimento juvenil,CTO,1
257,Farol do Desenvolvimento,Econômico,Economia e Finanças,"Econômico, Social",Em andamento,Nacional,Consumidores e Empresas,257,Ediran Carvalhoso Antas,Nonprofit Organization,Desenvolvimento Social,CLO,91,Lautair Barroca,United Nations,Organização Intergovernamental,CHRO,2
257,Farol do Desenvolvimento,Econômico,Economia e Finanças,"Econômico, Social",Em andamento,Nacional,Consumidores e Empresas,257,Ediran Carvalhoso Antas,Nonprofit Organization,Desenvolvimento Social,CLO,185,Lecildo Simão,MIT,Tecnologia e Inovação,CMO,2
257,Farol do Desenvolvimento,Econômico,Economia e Finanças,"Econômico, Social",Em andamento,Nacional,Consumidores e Empresas,257,Ediran Carvalhoso Antas,Nonprofit Organization,Desenvolvimento Social,CLO,497,Kaian Cerveira,Siemens,Tecnologia e Engenharia,Embaixador,2
257,Farol do Desenvolvimento,Econômico,Economia e Finanças,"Econômico, Social",Em andamento,Nacional,Consumidores e Empresas,257,Ediran Carvalhoso Antas,Nonprofit Organization,Desenvolvimento Social,CLO,511,Kaiany Martins Medeiros,WWF,Conservação Ambiental,CCO,2
257,Farol do Desenvolvimento,Econômico,Economia e Finanças,"Econômico, Social",Em andamento,Nacional,Consumidores e Empresas,257,Ediran Carvalhoso Antas,Nonprofit Organization,Desenvolvimento Social,CLO,550,Leles Amoedo Sampaio,Apple,Tecnologia,CFO,2
257,Farol do Desenvolvimento,Econômico,Economia e Finanças,"Econômico, Social",Em andamento,Nacional,Consumidores e Empresas,257,Ediran Carvalhoso Antas,Nonprofit Organization,Desenvolvimento Social,CLO,634,Olavio Castilhos Lancastre Vidigal,NOAA,Pesquisa Ambiental,COO,2
257,Farol do Desenvolvimento,Econômico,Economia e Finanças,"Econômico, Social",Em andamento,Nacional,Consumidores e Empresas,257,Ediran Carvalhoso Antas,Nonprofit Organization,Desenvolvimento Social,CLO,907,Anderson Castilho,Junior Achievement,Educação e Empreendedorismo,CFO,2
257,Farol do Desenvolvimento,Econômico,Economia e Finanças,"Econômico, Social",Em andamento,Nacional,Consumidores e Empresas,257,Ediran Carvalhoso Antas,Nonprofit Organization,Desenvolvimento Social,CLO,960,Naisa Marmou Pádua,Eletrobras,Energia,CTO,2
257,Farol do Desenvolvimento,Econômico,Economia e Finanças,"Econômico, Social",Em andamento,Nacional,Consumidores e Empresas,257,Ediran Carvalhoso Antas,Nonprofit Organization,Desenvolvimento Social,CLO,1081,Rubenes Cobra Neves Sampaio,JBS,Alimentos,COO,2
257,Farol do Desenvolvimento,Econômico,Economia e Finanças,"Econômico, Social",Em andamento,Nacional,Consumidores e Empresas,257,Ediran Carvalhoso Antas,Nonprofit Organization,Desenvolvimento Social,CLO,1153,Evencio Prestes Lobato Matias,Futurice,Consultoria em tecnologia,CCO,2
257,Farol do Desenvolvimento,Econômico,Economia e Finanças,"Econômico, Social",Em andamento,Nacional,Consumidores e Empresas,257,Ediran Carvalhoso Antas,Nonprofit Organization,Desenvolvimento Social,CLO,1213,Oralice Miranda Picanço Moita,World Health Organization,Saúde,CTO,2
258,Zênite do Zelo,Desenvolvimento Pessoal,Educação,Social,Em andamento,Local,Consumidores e Empresas,258,Marquilane Jamandas Boga Magalhães,Nonprofit Organization,Transformação Social,CMO,556,Joceline Antunes Moreira Osório,Coursera,Educação e Tecnologia,CLO,1
259,União Urbana,Urbanismo,Desenvolvimento Urbano e Infraestrutura,"Social, Econômico",Em andamento,Nacional,Funcionários,259,Sidnes Castilhos,Cultural Nonprofit,Cultura e Educação,CEO,356,Greisson Proença Pinheiro,Siemens,Tecnologia e Engenharia,Embaixador,3
259,União Urbana,Urbanismo,Desenvolvimento Urbano e Infraestrutura,"Social, Econômico",Em andamento,Nacional,Funcionários,259,Sidnes Castilhos,Cultural Nonprofit,Cultura e Educação,CEO,460,Jonelma Fidalgo Ribeiro Escobar,UNDP (United Nations Development Programme),Desenvolvimento Social,CEO,3
259,União Urbana,Urbanismo,Desenvolvimento Urbano e Infraestrutura,"Social, Econômico",Em andamento,Nacional,Funcionários,259,Sidnes Castilhos,Cultural Nonprofit,Cultura e Educação,CEO,664,Aldonei Aranha Carrilho Horta,Bradesco,Serviços Financeiros,CIO,3
259,União Urbana,Urbanismo,Desenvolvimento Urbano e Infraestrutura,"Social, Econômico",Em andamento,Nacional,Funcionários,259,Sidnes Castilhos,Cultural Nonprofit,Cultura e Educação,CEO,770,Porfiro Marreiro,Google,Tecnologia,CCO,3
259,União Urbana,Urbanismo,Desenvolvimento Urbano e Infraestrutura,"Social, Econômico",Em andamento,Nacional,Funcionários,259,Sidnes Castilhos,Cultural Nonprofit,Cultura e Educação,CEO,877,Gismar Morgado Lins Temes,UNDP,Desenvolvimento Econômico,CTO,3
260,Parceria com Escolas para Implantação de Projetos de Compostagem,"Educação, Sustentabilidade",Educação,"Ambiental, Social",Em andamento,Nacional,Funcionários,260,Fredimar Durão,Healthcare Nonprofit,Saúde,CHRO,10,Amerita Azenha,Thyssenkrupp,Indústria Metalúrgica,Embaixador,1
260,Parceria com Escolas para Implantação de Projetos de Compostagem,"Educação, Sustentabilidade",Educação,"Ambiental, Social",Em andamento,Nacional,Funcionários,260,Fredimar Durão,Healthcare Nonprofit,Saúde,CHRO,201,Belgica Gomes Furtado Ruas,Habitat for Humanity,Construção e Equidade Social,CIO,1
260,Parceria com Escolas para Implantação de Projetos de Compostagem,"Educação, Sustentabilidade",Educação,"Ambiental, Social",Em andamento,Nacional,Funcionários,260,Fredimar Durão,Healthcare Nonprofit,Saúde,CHRO,409,Antulio Cadavez Patrício Silva,Siemens,Tecnologia e Engenharia,CCO,1
260,Parceria com Escolas para Implantação de Projetos de Compostagem,"Educação, Sustentabilidade",Educação,"Ambiental, Social",Em andamento,Nacional,Funcionários,260,Fredimar Durão,Healthcare Nonprofit,Saúde,CHRO,453,Eudine Meira Nolasco Caires,LinkedIn,Tecnologia e Redes Sociais,CCO,1
260,Parceria com Escolas para Implantação de Projetos de Compostagem,"Educação, Sustentabilidade",Educação,"Ambiental, Social",Em andamento,Nacional,Funcionários,260,Fredimar Durão,Healthcare Nonprofit,Saúde,CHRO,454,Giberson Sarmento Olaio Soares,LinkedIn,Tecnologia e Redes Sociais,CIO,1
260,Parceria com Escolas para Implantação de Projetos de Compostagem,"Educação, Sustentabilidade",Educação,"Ambiental, Social",Em andamento,Nacional,Funcionários,260,Fredimar Durão,Healthcare Nonprofit,Saúde,CHRO,603,Edinisio Quinterno,Google,Tecnologia,Embaixador,1
260,Parceria com Escolas para Implantação de Projetos de Compostagem,"Educação, Sustentabilidade",Educação,"Ambiental, Social",Em andamento,Nacional,Funcionários,260,Fredimar Durão,Healthcare Nonprofit,Saúde,CHRO,795,Otoni Pederneiras,Google,Tecnologia,CEO,1
260,Parceria com Escolas para Implantação de Projetos de Compostagem,"Educação, Sustentabilidade",Educação,"Ambiental, Social",Em andamento,Nacional,Funcionários,260,Fredimar Durão,Healthcare Nonprofit,Saúde,CHRO,889,Rosenildo Castelo,UN,Desenvolvimento Sustentável,CEO,1
260,Parceria com Escolas para Implantação de Projetos de Compostagem,"Educação, Sustentabilidade",Educação,"Ambiental, Social",Em andamento,Nacional,Funcionários,260,Fredimar Durão,Healthcare Nonprofit,Saúde,CHRO,896,Francieli Ruas Vergueiro,Google,Tecnologia,CIO,1
260,Parceria com Escolas para Implantação de Projetos de Compostagem,"Educação, Sustentabilidade",Educação,"Ambiental, Social",Em andamento,Nacional,Funcionários,260,Fredimar Durão,Healthcare Nonprofit,Saúde,CHRO,906,Katila Valcácer Teves,UN Women,Desenvolvimento Social,COO,1
260,Parceria com Escolas para Implantação de Projetos de Compostagem,"Educação, Sustentabilidade",Educação,"Ambiental, Social",Em andamento,Nacional,Funcionários,260,Fredimar Durão,Healthcare Nonprofit,Saúde,CHRO,1004,Evida Cedraz Souto Maior Trindade,Deloitte,Consultoria de Gestão,CCO,1
260,Parceria com Escolas para Implantação de Projetos de Compostagem,"Educação, Sustentabilidade",Educação,"Ambiental, Social",Em andamento,Nacional,Funcionários,260,Fredimar Durão,Healthcare Nonprofit,Saúde,CHRO,1079,Jordison Aranha,GPA,Varejo,CCO,1
260,Parceria com Escolas para Implantação de Projetos de Compostagem,"Educação, Sustentabilidade",Educação,"Ambiental, Social",Em andamento,Nacional,Funcionários,260,Fredimar Durão,Healthcare Nonprofit,Saúde,CHRO,1124,Anieli Vergueiro Queiroga Lameiras,UNICEF,Assistência humanitária,CCO,1
260,Parceria com Escolas para Implantação de Projetos de Compostagem,"Educação, Sustentabilidade",Educação,"Ambiental, Social",Em andamento,Nacional,Funcionários,260,Fredimar Durão,Healthcare Nonprofit,Saúde,CHRO,1226,Dieison Ouro Vila-Chã Quinzeiro,SpaceX,Aeroespacial,CFO,1
261,Por Que Nos Importamos?,Saúde Mental,Saúde e Bem-estar,Social,Em andamento,Local,Funcionários,261,Railson Lemos,United Nations,Desenvolvimento Humano,COO,121,Juscelaine Abasto,H&M,Varejo de Moda,CHRO,4
261,Por Que Nos Importamos?,Saúde Mental,Saúde e Bem-estar,Social,Em andamento,Local,Funcionários,261,Railson Lemos,United Nations,Desenvolvimento Humano,COO,564,Germiro Estrela Azeredo Jesus,Philips,Saúde e Tecnologia,CTO,4
261,Por Que Nos Importamos?,Saúde Mental,Saúde e Bem-estar,Social,Em andamento,Local,Funcionários,261,Railson Lemos,United Nations,Desenvolvimento Humano,COO,678,Juli Franco Salgado,General Electric,Tecnologia e Engenharia,CTO,4
261,Por Que Nos Importamos?,Saúde Mental,Saúde e Bem-estar,Social,Em andamento,Local,Funcionários,261,Railson Lemos,United Nations,Desenvolvimento Humano,COO,727,Joiciane Cadavez,Adobe,Tecnologia,COO,4
261,Por Que Nos Importamos?,Saúde Mental,Saúde e Bem-estar,Social,Em andamento,Local,Funcionários,261,Railson Lemos,United Nations,Desenvolvimento Humano,COO,1029,Nelcivaldo Mexia Melgaço Rocha,Siemens,Energia Renovável,CFO,4
261,Por Que Nos Importamos?,Saúde Mental,Saúde e Bem-estar,Social,Em andamento,Local,Funcionários,261,Railson Lemos,United Nations,Desenvolvimento Humano,COO,1241,Vivaldi Moutinho Melo,Siemens,Logística,CCO,4
262,Promoção da Saúde Mental,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,Consumidores,262,Iris Malafaia Andrade,Environmental NGO,Desenvolvimento Sustentável,CFO,280,Luzivando Madruga Bernardes,Geotab,Monitoramento Geotécnico,COO,4
262,Promoção da Saúde Mental,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,Consumidores,262,Iris Malafaia Andrade,Environmental NGO,Desenvolvimento Sustentável,CFO,328,Jaiuson Carreira,Honda,Automotivo,CLO,4
262,Promoção da Saúde Mental,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,Consumidores,262,Iris Malafaia Andrade,Environmental NGO,Desenvolvimento Sustentável,CFO,654,Renzo Trindade,WWF,Conservação Ambiental,CCO,4
262,Promoção da Saúde Mental,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,Consumidores,262,Iris Malafaia Andrade,Environmental NGO,Desenvolvimento Sustentável,CFO,1236,Eromir Tomé Robalo Caneira,Siemens,Marítimo,COO,4
263,AeroAgilidade,Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Local,Empresas,263,Arleudo Manso,Talent Development Nonprofit,Desenvolvimento de Talentos,CEO,206,Vaniza Vilarinho,Local Nonprofit,Serviço Comunitário,CMO,4
263,AeroAgilidade,Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Local,Empresas,263,Arleudo Manso,Talent Development Nonprofit,Desenvolvimento de Talentos,CEO,231,Marisol Branco Bugalho Candeias,Local Nonprofit,Desenvolvimento Comunitário,CLO,4
263,AeroAgilidade,Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Local,Empresas,263,Arleudo Manso,Talent Development Nonprofit,Desenvolvimento de Talentos,CEO,1241,Vivaldi Moutinho Melo,Siemens,Logística,CCO,1
263,AeroAgilidade,Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Local,Empresas,263,Arleudo Manso,Talent Development Nonprofit,Desenvolvimento de Talentos,CEO,1278,Cledison Brites,Tesla,Inovação tecnológica,COO,4
264,Valoriza Vida,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,"Consumidores, Empresas e Governo",264,Clodomir Serralheiro Vilalobos Bogado,Local Government,Cidadania e Serviços Públicos,CEO,264,Clodomir Serralheiro Vilalobos Bogado,Local Government,Cidadania e Serviços Públicos,CEO,4
264,Valoriza Vida,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,"Consumidores, Empresas e Governo",264,Clodomir Serralheiro Vilalobos Bogado,Local Government,Cidadania e Serviços Públicos,CEO,983,Marizalva Couto Mieiro,Y Combinator,Investimento em Startups,CCO,4
264,Valoriza Vida,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,"Consumidores, Empresas e Governo",264,Clodomir Serralheiro Vilalobos Bogado,Local Government,Cidadania e Serviços Públicos,CEO,1085,Hildegar Basílio Madeira,Google,Tecnologia,CHRO,4
264,Valoriza Vida,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,"Consumidores, Empresas e Governo",264,Clodomir Serralheiro Vilalobos Bogado,Local Government,Cidadania e Serviços Públicos,CEO,1120,Luziane Barros Aranha Bessa,McKinsey & Company,Consultoria,CCO,4
264,Valoriza Vida,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,"Consumidores, Empresas e Governo",264,Clodomir Serralheiro Vilalobos Bogado,Local Government,Cidadania e Serviços Públicos,CEO,1174,Maureli Peralta  Castanheda,Veolia,Gestão de resíduos,Embaixador,4
264,Valoriza Vida,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,"Consumidores, Empresas e Governo",264,Clodomir Serralheiro Vilalobos Bogado,Local Government,Cidadania e Serviços Públicos,CEO,1394,Luzardo Pequeno Durães,Google,Bem-estar e saúde,Embaixador,4
265,Certificação de empresas brasileiras como B-CORP.,Negócios,Desenvolvimento Econômico e Empresarial,"Econômico, Social",Em andamento,Local,Empresas,265,Tailane Malheiro,Local Government,Urbanismo,CMO,5,Jamur Mantas,Acciona,Energia Renovável,COO,3
265,Certificação de empresas brasileiras como B-CORP.,Negócios,Desenvolvimento Econômico e Empresarial,"Econômico, Social",Em andamento,Local,Empresas,265,Tailane Malheiro,Local Government,Urbanismo,CMO,313,Osvalter Pardo Cartaxo,Tesla,Automotivo,CIO,3
265,Certificação de empresas brasileiras como B-CORP.,Negócios,Desenvolvimento Econômico e Empresarial,"Econômico, Social",Em andamento,Local,Empresas,265,Tailane Malheiro,Local Government,Urbanismo,CMO,451,Ledina Torrado,Google,Tecnologia,CFO,3
265,Certificação de empresas brasileiras como B-CORP.,Negócios,Desenvolvimento Econômico e Empresarial,"Econômico, Social",Em andamento,Local,Empresas,265,Tailane Malheiro,Local Government,Urbanismo,CMO,477,Mickael Brião Homem Canto,WWF,Conservação Ambiental,CCO,3
265,Certificação de empresas brasileiras como B-CORP.,Negócios,Desenvolvimento Econômico e Empresarial,"Econômico, Social",Em andamento,Local,Empresas,265,Tailane Malheiro,Local Government,Urbanismo,CMO,602,Clauberto Barrela,Google,Tecnologia,CLO,3
265,Certificação de empresas brasileiras como B-CORP.,Negócios,Desenvolvimento Econômico e Empresarial,"Econômico, Social",Em andamento,Local,Empresas,265,Tailane Malheiro,Local Government,Urbanismo,CMO,919,Melki Cabral Quintanilha Paiva,Microsoft,Tecnologia,CMO,3
266,Desenvolvimento de Fármacos com AI,Farmacêutica,Saúde e Indústria,"Científico, Econômico",Em andamento,Local,Consumidores,266,Elizaura Tristão Seabra Travassos,Human Rights Watch,Direitos Humanos,CFO,37,Benides Águeda Belchior Xavier,Médicos Sem Fronteiras,Saúde e Ajuda Humanitária,CTO,1
266,Desenvolvimento de Fármacos com AI,Farmacêutica,Saúde e Indústria,"Científico, Econômico",Em andamento,Local,Consumidores,266,Elizaura Tristão Seabra Travassos,Human Rights Watch,Direitos Humanos,CFO,44,Erlaine Espargosa Belo,Airbus,Aeroespacial,CEO,1
266,Desenvolvimento de Fármacos com AI,Farmacêutica,Saúde e Indústria,"Científico, Econômico",Em andamento,Local,Consumidores,266,Elizaura Tristão Seabra Travassos,Human Rights Watch,Direitos Humanos,CFO,346,Lili Faleiro Toscano,Alstom,Transporte Ferroviário,CLO,1
266,Desenvolvimento de Fármacos com AI,Farmacêutica,Saúde e Indústria,"Científico, Econômico",Em andamento,Local,Consumidores,266,Elizaura Tristão Seabra Travassos,Human Rights Watch,Direitos Humanos,CFO,871,Edjailton Covilhã Flores,WWF,Conservação Ambiental,CEO,1
266,Desenvolvimento de Fármacos com AI,Farmacêutica,Saúde e Indústria,"Científico, Econômico",Em andamento,Local,Consumidores,266,Elizaura Tristão Seabra Travassos,Human Rights Watch,Direitos Humanos,CFO,958,Keslley Santiago Pimentel,Google,Tecnologia,CHRO,1
266,Desenvolvimento de Fármacos com AI,Farmacêutica,Saúde e Indústria,"Científico, Econômico",Em andamento,Local,Consumidores,266,Elizaura Tristão Seabra Travassos,Human Rights Watch,Direitos Humanos,CFO,1372,Crecencia Lessa Conceição,Google,Saúde e bem-estar,COO,1
267,CAMPO (Capacitação Agrícola e Manejo de Práticas Orgânicas),Agricultura,Agricultura e Alimentação,"Econômico, Ambiental",Em andamento,Nacional,Funcionários,267,Arzelina Neres Quintana Sardo,Environmental Agency,Sustentabilidade,CCO,212,Geraldo Godoi Noleto Álvaro,World Bank,Desenvolvimento Econômico,COO,2
267,CAMPO (Capacitação Agrícola e Manejo de Práticas Orgânicas),Agricultura,Agricultura e Alimentação,"Econômico, Ambiental",Em andamento,Nacional,Funcionários,267,Arzelina Neres Quintana Sardo,Environmental Agency,Sustentabilidade,CCO,241,Mirtis Cordeiro Cabeça Marçal,De Beers,Análise de Dados,CIO,5
267,CAMPO (Capacitação Agrícola e Manejo de Práticas Orgânicas),Agricultura,Agricultura e Alimentação,"Econômico, Ambiental",Em andamento,Nacional,Funcionários,267,Arzelina Neres Quintana Sardo,Environmental Agency,Sustentabilidade,CCO,1082,Pamela Toledo Queirós Lobato,Magazine Luiza,Varejo,Embaixador,2
267,CAMPO (Capacitação Agrícola e Manejo de Práticas Orgânicas),Agricultura,Agricultura e Alimentação,"Econômico, Ambiental",Em andamento,Nacional,Funcionários,267,Arzelina Neres Quintana Sardo,Environmental Agency,Sustentabilidade,CCO,1113,Iranilton Lemos Caldas Bivar,Greenpeace,Ambiental,CFO,2
267,CAMPO (Capacitação Agrícola e Manejo de Práticas Orgânicas),Agricultura,Agricultura e Alimentação,"Econômico, Ambiental",Em andamento,Nacional,Funcionários,267,Arzelina Neres Quintana Sardo,Environmental Agency,Sustentabilidade,CCO,1327,Delaides Carreiro Gabeira,Siemens,Visão de transporte futuro,CEO,2
267,CAMPO (Capacitação Agrícola e Manejo de Práticas Orgânicas),Agricultura,Agricultura e Alimentação,"Econômico, Ambiental",Em andamento,Nacional,Funcionários,267,Arzelina Neres Quintana Sardo,Environmental Agency,Sustentabilidade,CCO,1423,Lidia Porto Silveira Keil,UNESCO,Cultura e arte,CFO,2
268,Recursos Renováveis,Energia,Energia e Recursos,"Econômico, Ambiental",Em planejamento,Nacional,Funcionários,268,Mel Lalanda,Futurice,Tecnologia e Inovação,CTO,808,Tatiane Castanheda Aragão Vilaça,Google,Tecnologia,CEO,2
268,Recursos Renováveis,Energia,Energia e Recursos,"Econômico, Ambiental",Em planejamento,Nacional,Funcionários,268,Mel Lalanda,Futurice,Tecnologia e Inovação,CTO,872,Mauna Garcez,UNEP,Meio Ambiente,CTO,2
268,Recursos Renováveis,Energia,Energia e Recursos,"Econômico, Ambiental",Em planejamento,Nacional,Funcionários,268,Mel Lalanda,Futurice,Tecnologia e Inovação,CTO,894,Julio Colaço Mendonça,UNEP,Meio Ambiente,CEO,2
268,Recursos Renováveis,Energia,Energia e Recursos,"Econômico, Ambiental",Em planejamento,Nacional,Funcionários,268,Mel Lalanda,Futurice,Tecnologia e Inovação,CTO,1068,Renil Amaral Landim Esteves,CPFL Energia,Energia,CCO,2
268,Recursos Renováveis,Energia,Energia e Recursos,"Econômico, Ambiental",Em planejamento,Nacional,Funcionários,268,Mel Lalanda,Futurice,Tecnologia e Inovação,CTO,1223,Dalveci Barroca Teixeira Amado,SpaceX,Aeroespacial,CHRO,2
268,Recursos Renováveis,Energia,Energia e Recursos,"Econômico, Ambiental",Em planejamento,Nacional,Funcionários,268,Mel Lalanda,Futurice,Tecnologia e Inovação,CTO,1405,Keliane Urias Botica,Google,Hospitalidade e estratégia,COO,2
269,Iniciativa de Desenvolvimento na Visa,Educação,Educação,Econômico,Em andamento,Local,"Consumidores, Empresas e Governo",269,Merise Colaço Carmo,Startup Incubator,Empreendedorismo e Negócios,CCO,36,Neli Maia Godoi Esparteiro,Airbus,Aeroespacial,CFO,1
269,Iniciativa de Desenvolvimento na Visa,Educação,Educação,Econômico,Em andamento,Local,"Consumidores, Empresas e Governo",269,Merise Colaço Carmo,Startup Incubator,Empreendedorismo e Negócios,CCO,161,Aldeli Covilhã,Google,Tecnologia,CCO,1
269,Iniciativa de Desenvolvimento na Visa,Educação,Educação,Econômico,Em andamento,Local,"Consumidores, Empresas e Governo",269,Merise Colaço Carmo,Startup Incubator,Empreendedorismo e Negócios,CCO,388,Rosimildo Barrocas Curado Outeiro,Microsoft,Tecnologia,CLO,1
269,Iniciativa de Desenvolvimento na Visa,Educação,Educação,Econômico,Em andamento,Local,"Consumidores, Empresas e Governo",269,Merise Colaço Carmo,Startup Incubator,Empreendedorismo e Negócios,CCO,463,Eniomar Freiria Horta Vilalobos,Goldman Sachs,Finanças,COO,1
269,Iniciativa de Desenvolvimento na Visa,Educação,Educação,Econômico,Em andamento,Local,"Consumidores, Empresas e Governo",269,Merise Colaço Carmo,Startup Incubator,Empreendedorismo e Negócios,CCO,523,Divanil Manso,Sephora,Cosméticos e Beleza,COO,1
269,Iniciativa de Desenvolvimento na Visa,Educação,Educação,Econômico,Em andamento,Local,"Consumidores, Empresas e Governo",269,Merise Colaço Carmo,Startup Incubator,Empreendedorismo e Negócios,CCO,873,Raliston Monteiro Pegado Vilhena,UNEP,Meio Ambiente,COO,1
269,Iniciativa de Desenvolvimento na Visa,Educação,Educação,Econômico,Em andamento,Local,"Consumidores, Empresas e Governo",269,Merise Colaço Carmo,Startup Incubator,Empreendedorismo e Negócios,CCO,895,Sebasatiao Bicalho Quinterno Charneca,Google,Tecnologia,CLO,1
269,Iniciativa de Desenvolvimento na Visa,Educação,Educação,Econômico,Em andamento,Local,"Consumidores, Empresas e Governo",269,Merise Colaço Carmo,Startup Incubator,Empreendedorismo e Negócios,CCO,1117,Gildenise Clementino Cadaval Naves,ONU,Paz e segurança,CCO,1
269,Iniciativa de Desenvolvimento na Visa,Educação,Educação,Econômico,Em andamento,Local,"Consumidores, Empresas e Governo",269,Merise Colaço Carmo,Startup Incubator,Empreendedorismo e Negócios,CCO,1207,Caxias Maranhão,Google,Tecnologia,CIO,1
270,Nêutron de Newton,Científico,Ciência e Pesquisa,Científico,Em andamento,Nacional,Consumidores e Empresas,270,Sued Xisto Maior Camacho,Skillsoft,Desenvolvimento Profissional,CLO,454,Giberson Sarmento Olaio Soares,LinkedIn,Tecnologia e Redes Sociais,CIO,3
